qm9_id,smiles,ionization_potential_eV
1721,[H]C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])OC([H])([H])C1([H])[H],9.492410818697449
1755,[H]C([H])([H])OC([H])([H])[C@]1(C([H])([H])[H])OC1([H])[H],10.156421928436934
1765,[H]C#C[C@@]1(C([H])([H])[H])N([H])[C@]1([H])C([H])([H])[H],9.263505625296704
1771,[H]O[C@]1([H])C([H])([H])[C@]1(C#N)N([H])[H],10.062820536727562
1777,[H]C(=O)[C@@]1(C([H])([H])[H])C([H])([H])[C@]1([H])C([H])([H])[H],9.782240031031545
1790,[H]C([H])([H])N1C([H])([H])[C@]1(C([H])([H])[H])C([H])([H])C([H])([H])[H],8.663223394388398
1830,[H]/N=C1\OC(=O)OC1([H])[H],11.60365805556176
1903,[H]N1[C@@]2(C([H])([H])[H])C([H])([H])C(=O)[C@@]12[H],9.550843412085516
1905,[H]/N=C1\O[C@@]2(C([H])([H])[H])C([H])([H])[C@@]12[H],10.010188112903403
1919,[H]O[C@]12C([H])([H])[C@@]1([H])[C@@]([H])(O[H])C2([H])[H],9.75292206987779
1961,[H]C([H])([H])/N=C1\O[C@]([H])(C([H])([H])[H])C1([H])[H],9.570428034533649
1989,[H]N([H])C(=O)C([H])([H])[C@]1([H])N([H])C1([H])[H],10.11109922854977
2019,[H]OC([H])([H])C12C([H])([H])N(C1([H])[H])C2([H])[H],8.89307398209714
2053,[H]C1=C([H])C([H])([H])C(=O)OC1([H])[H],10.253631841122996
2075,[H]C1([H])OC([H])([H])C([H])([H])C([H])([H])C1=O,9.386809153953108
2088,[H]C1=C(C([H])([H])[H])C([H])([H])C([H])([H])OC1([H])[H],9.212123393238864
2138,[H]C1=N[C@]([H])(C([H])([H])[H])C(=O)O1,10.941202675199003
2146,[H]O[C@]1([H])C(=O)C([H])=C([H])C1([H])[H],10.664164607629427
2148,[H]C1=C([H])[C@@]([H])(C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C1([H])[H],9.24579799256989
2171,[H]O[C@]1([H])C(=O)C([H])([H])N([H])C1([H])[H],9.457015052925499
2193,[H]N([H])[C@]1([H])C(=O)O[C@]1([H])C([H])([H])[H],9.866023731456782
2197,[H]O[C@@]1([H])C(=O)[C@@]([H])(C([H])([H])[H])C1([H])[H],9.780173367064469
2198,[H]C([H])([H])N1C(=O)[C@@]([H])(C([H])([H])[H])C1([H])[H],9.25707462504876
2213,[H]C([H])([H])[C@@]12C([H])([H])O[C@]1([H])C([H])([H])C2([H])[H],9.514426109106108
2214,[H]C([H])([H])[C@@]12OC([H])([H])[C@]1([H])OC2([H])[H],9.69412138262579
2224,[H]O[C@@]12C([H])([H])O[C@]1([H])[C@]2([H])C([H])([H])[H],9.105594427036467
2245,[H]O[C@@]12C([H])([H])C([H])([H])C([H])([H])[C@]1([H])C2([H])[H],9.754855104169641
2258,[H]O[C@@]12C(=O)N([H])[C@]1([H])C2([H])[H],9.57811489467912
2295,[H]C([H])([H])C([H])([H])OC1([H])C([H])([H])OC1([H])[H],9.882365766207428
2307,[H]C#CC([H])([H])[C@]1([H])C([H])([H])[C@]1([H])C([H])([H])[H],10.099746591947731
2318,[H]O[C@@]1([H])C([H])([H])[C@@]1([H])C([H])([H])C#N,10.62691730022552
2350,[H]C([H])([H])C(=O)C1([H])C([H])([H])OC1([H])[H],9.914173354233055
2452,[H]C1([H])C(=O)O[C@]2([H])C([H])([H])[C@]12[H],10.383012303633166
2499,[H]/N=C(\[H])N(C([H])=O)/C([H])=N/[H],9.927257911212884
2519,[H]C(=O)[C@@]([H])(C#N)OC([H])([H])[H],10.964384534061256
2543,[H]OC([H])([H])[C@@]([H])(C([H])=O)C([H])([H])C([H])([H])[H],9.780933253188888
2563,[H]C1([H])OC1(C#N)C#N,12.421154129542789
2564,[H]C#CC1(C([H])=O)C([H])([H])C1([H])[H],9.914630334090605
2565,[H]C(=O)C1(C#N)C([H])([H])C1([H])[H],11.15620090461393
2600,[H]C(=O)C1(C([H])([H])C([H])([H])[H])C([H])([H])C1([H])[H],10.517780789330098
2607,[H]C#CC#CC([H])([H])C#N,10.217132778811218
2686,[H]OC([H])([H])C([H])([H])C([H])([H])C#CC([H])([H])[H],9.717190496552087
2752,[H]N1C([H])([H])[C@]([H])(C([H])([H])[H])[C@]1([H])C#N,9.753847643412533
2754,[H]C([H])([H])[C@@]1([H])C([H])([H])O[C@@]1([H])C#N,10.678728155153873
2755,[H]C#C[C@]1([H])C([H])([H])O[C@]1([H])C([H])([H])[H],10.346476530440501
2762,[H]O[C@@]1([H])C([H])([H])N([H])[C@@]1([H])C#N,10.091077378991145
2769,[H]C(=O)[C@@]1([H])N(C([H])([H])[H])C([H])([H])C1([H])[H],8.977702838246444
2781,[H]C1([H])O[C@]([H])(C([H])([H])C([H])([H])[H])C1=O,10.024752098530866
2849,[H]C(=O)[C@@]1([H])N(C([H])([H])C([H])([H])[H])C1([H])[H],9.402681212686673
2961,[H]N1C([H])([H])[C@]1([H])C(=O)C#N,10.705503979624348
3011,[H]OC([H])([H])[C@@]([H])(N1C([H])([H])C1([H])[H])C([H])([H])[H],9.486814533165884
3032,[H]C#CC([H])([H])C([H])([H])N1C([H])([H])C1([H])[H],9.35519985529951
3041,[H]C(=O)C#C[C@]1([H])N([H])C1([H])[H],9.915675694866904
3091,[H]C(=O)[C@]1([H])[C@]([H])(C([H])([H])[H])[C@]1([H])C([H])([H])[H],9.670317577597508
3121,[H]C1([H])N2C([H])([H])[C@]2(C#N)C1([H])[H],9.933188564816863
3125,[H]C(=O)[C@@]12N([H])[C@]1([H])C([H])([H])C2([H])[H],9.879105510155922
3135,[H]OC([H])([H])[C@@]12OC([H])([H])[C@]1([H])C2([H])[H],9.366502602544294
3140,[H]/N=C1\N([H])C([H])([H])[C@]12OC2([H])[H],9.331485945805568
3142,[H]/N=C1\OC([H])([H])[C@]12N([H])C2([H])[H],9.990298260337081
3183,[H]N1C([H])([H])[C@@]1(C([H])([H])[H])[C@]1([H])N([H])C1([H])[H],9.368746535088636
3190,[H]OC1([C@]2([H])OC2([H])[H])C([H])([H])C1([H])[H],10.07389862948982
3194,[H]C1=C([H])[C@@]2([H])O[C@]1([H])C([H])([H])C2([H])[H],9.621848993836117
3225,[H]N1[C@@]2([H])[C@]1([H])[C@@]1(C([H])([H])[H])C([H])([H])[C@@]21[H],8.268576918170073
3234,[H]C([H])([H])[C@]12O[C@@]1([H])[C@@]1([H])O[C@]12[H],9.727109664537508
3246,[H]C1([H])C([H])([H])C12C([H])([H])[C@@]1([H])C([H])([H])[C@@]21[H],9.234730596604596
3255,[H]N1[C@@]2([H])[C@]3(OC3([H])[H])C([H])([H])[C@@]12[H],9.381021098898005
3271,[H]C1([H])OC([H])([H])C([H])([H])C([H])([H])C([H])([H])O1,9.785242195247884
3385,[H]C([H])([H])C([H])([H])[C@]1([H])[C@]2([H])C([H])([H])C([H])([H])[C@]12[H],9.395819325580693
3400,[H]O[C@]1([H])[C@]2([H])C(=O)N([H])[C@]12[H],9.723191184100504
3405,[H]O[C@]1([H])C([H])([H])[C@]2([H])[C@]([H])(C([H])([H])[H])[C@@]21[H],9.623888108997537
3433,[H]C1=C(C([H])([H])[H])[C@]2([H])C([H])([H])[C@]2([H])C1([H])[H],8.648305557334744
3437,[H]C1=C([H])[C@]([H])(C([H])([H])[H])[C@]2([H])C([H])([H])[C@]12[H],8.912257135914844
3465,[H]O[C@]1([H])[C@@]2([H])C([H])=C([H])[C@]1([H])N2[H],9.134241671058243
3468,[H]C1([H])O[C@@]2([H])C([H])([H])[C@]1([H])[C@]2([H])C([H])([H])[H],9.309007476787093
3480,[H]C([H])([H])[C@]12[C@@]3([H])N4[C@@]3([H])[C@@]1([H])[C@@]42[H],8.435051498863452
3490,[H]C1([H])[C@]2([H])C([H])([H])[C@]3([H])[C@@]1([H])[C@]3([H])C2([H])[H],9.792424654252407
3606,[H]O[C@@]1([H])C([H])([H])[C@@]1([H])N1C([H])([H])C1([H])[H],9.24522477111311
3642,[H]C#Cc1nc([H])n([H])n1,9.681211329543451
3657,[H]c1noc(C([H])([H])[H])c1N([H])[H],8.55542946063544
3702,[H]N([H])c1nn([H])nc1C([H])([H])[H],8.58632110523802
3708,[H]N([H])c1nc(C([H])([H])[H])no1,9.492866486965202
3713,[H]c1noc(C([H])([H])C([H])([H])[H])c1[H],9.654605793927693
3754,[H]c1nn(C([H])([H])[H])nc1N([H])[H],8.488934128061024
3770,[H]Oc1c([H])nnn1C([H])([H])[H],9.206756118732786
3774,[H]C([H])([H])n1nnoc1=O,10.661223973801084
3786,[H]c1onnc1N([H])C([H])([H])[H],8.765493111962028
3793,[H]c1onc(N([H])C([H])([H])[H])c1[H],8.752883671228684
3814,[H]c1noc(C#N)c1[H],10.79954570598507
3817,[H]c1c(C#N)nnn1[H],10.579937592905075
3819,[H]c1onnc1C#N,11.130198430462324
3823,[H]c1nn([H])nc1C#N,10.80336936834712
3839,[H]N=c1nnn([H])nn1,10.765972417366388
3842,[H]/N=c1\nc([H])c([H])nn1[H],8.90002202045195
3855,[H]Oc1c([H])nn([H])c1N([H])[H],8.359945664616925
3895,N#N.[H]C(=O)C([H])=C=O,10.122200165270497
3922,[H]C(=O)c1noc([H])n1,11.612511440624925
3961,[H]OC([H])([H])c1noc([H])n1,11.249194799403696
3980,[H]O/N=C(/C#CC#N)C([H])([H])[H],10.019806450851041
3988,[H]O/N=C(/C#CC([H])([H])O[H])C([H])([H])[H],9.191085552150952
4000,[H]C#C/C(=N\O[H])C([H])([H])C([H])=O,9.892158632542852
4041,[H]O/N=C1\C([H])=C([H])C(=O)C1([H])[H],9.729909324337498
4044,[H]O/N=C1\C([H])([H])C(=O)C([H])([H])C1([H])[H],10.022627115119445
4070,[H]O/N=C(\C([H])([H])[H])C([H])([H])C1([H])C([H])([H])C1([H])[H],9.571582229971456
4111,[H]O/N=C1\C([H])([H])OC([H])([H])[C@@]1([H])O[H],10.270696172187247
4119,[H]O/N=C1/[C@]([H])(C([H])([H])[H])N([H])[C@]1([H])C([H])([H])[H],9.09755588965663
4126,[H]O/N=C1\C([H])([H])[C@@]2([H])C([H])([H])[C@@]12O[H],9.290924438495919
4142,[H]O/N=C1\C([H])([H])[C@@]2([H])C([H])([H])[C@@]2([H])C1([H])[H],9.619384861311854
4161,[H]O/N=C1\C([H])([H])C([H])([H])[C@]1([H])C([H])([H])O[H],9.89594619900072
4189,[H]O/N=C1\C([H])=C([H])[C@@]2([H])C([H])([H])[C@@]12[H],8.81590960920076
4193,[H]O/N=C1\C([H])([H])C([H])([H])[C@@]2([H])C([H])([H])[C@@]12[H],9.140583635649984
4199,[H]O/N=C1\[C@@]2([H])O[C@]1([H])C([H])=C2[H],9.614783824068946
4318,[H]c1c(N([H])[H])nc(=O)n([H])c1[H],8.94499937519171
4355,[H]Oc1c([H])c([H])nc(C([H])([H])[H])c1[H],9.379274538791464
4363,[H]c1nc(N([H])[H])c([H])c(N([H])[H])n1,8.787243045096437
4376,[H]Oc1c([H])c([H])c([H])c(O[H])c1[H],8.445530228190368
4377,[H]Oc1c([H])nc([H])c(O[H])c1[H],8.766287744304988
4394,[H]c1nc(C([H])([H])[H])oc(=O)c1[H],9.827215431996802
4435,[H]/N=c1\oc(N([H])[H])c(C([H])([H])[H])n1[H],7.780758187409146
4465,[H]Oc1nc(N([H])[H])c(C([H])([H])[H])n1[H],7.429640533095476
4467,[H]Oc1c([H])c(C([H])([H])[H])c(N([H])[H])n1[H],7.433058138986708
4468,[H]Oc1nc(C([H])([H])[H])c(N([H])[H])n1[H],8.035371713485038
4485,[H]c1c(C([H])([H])[H])oc(C([H])([H])[H])c1C([H])([H])[H],7.977534524275722
4486,[H]c1c(C([H])([H])[H])c(N([H])[H])n([H])c1C([H])([H])[H],7.5756178949183655
4509,[H]Oc1nc(C([H])([H])[H])oc1N([H])[H],8.450681515036951
4520,[H]Oc1c(N([H])[H])c([H])c(N([H])[H])n1[H],7.130173962054827
4521,[H]Oc1oc(N([H])[H])c([H])c1N([H])[H],7.315413993624296
4560,[H]Oc1c([H])n(C([H])([H])[H])c(=O)n1[H],7.9268318095122225
4569,[H]c1nc(N([H])[H])c([H])c([H])c1C([H])([H])[H],8.167655146544938
4578,[H]Oc1c([H])nc(C([H])([H])[H])c([H])c1[H],8.772776898006795
4626,[H]C#Cc1o/c(=N\[H])n([H])c1[H],8.085626855366108
4671,[H]C(=O)n1c([H])nc(C([H])([H])[H])c1[H],9.224366780962315
4684,[H]C#Cc1c([H])nc(C([H])([H])[H])n1[H],8.382452749130964
4685,[H]c1nc(C([H])([H])[H])n([H])c1C#N,9.276545239951737
4705,[H]C(=O)c1c([H])c([H])c(C([H])([H])[H])n1[H],8.460913355457974
4707,[H]C(=O)c1nc([H])c(C([H])([H])[H])n1[H],8.967084762132497
4726,[H]C#Cc1c([H])c(N([H])[H])c([H])n1[H],7.527313583574708
4727,[H]c1c(N([H])[H])c([H])n([H])c1C#N,8.154032674881375
4731,[H]c1oc(C#N)c([H])c1N([H])[H],8.719346829539212
4743,[H]C(=O)c1nc(C([H])([H])[H])c([H])o1,9.661106262123965
4762,[H]Oc1o/c(=N\C([H])([H])[H])n([H])c1[H],7.727505621535515
4794,[H]c1c(N([H])[H])c([H])n([H])c1OC([H])([H])[H],7.1736562933043135
4806,[H]OC([H])([H])c1nc(N([H])[H])c([H])o1,8.531618281322132
4813,[H]c1c(C([H])([H])C([H])([H])[H])c([H])n(C([H])([H])[H])c1[H],7.937410437279696
4852,[H]c1c(OC([H])([H])[H])oc(C([H])([H])[H])c1[H],7.7199236531213105
4861,[H]c1nc(OC([H])([H])[H])n([H])c1C([H])([H])[H],7.987131212843251
4866,[H]OC([H])([H])c1c([H])c([H])c(N([H])[H])n1[H],7.655746099348931
4885,[H]/N=c1\oc([H])c(N([H])C([H])([H])[H])o1,8.17841057485167
4905,[H]OC([H])([H])c1nc(C([H])([H])[H])oc1[H],8.984184231260057
4913,[H]c1oc(N([H])[H])c([H])c1C([H])([H])C([H])([H])[H],7.676221894695143
4914,[H]c1oc(N([H])[H])nc1C([H])([H])C([H])([H])[H],8.335587533720034
4925,[H]Oc1nc(N([H])C([H])([H])[H])c([H])o1,7.985802252277079
4948,[H]Oc1nc([H])n(C([H])([H])C([H])([H])[H])c1[H],8.128952353789833
4960,[H]Oc1c([H])c([H])c([H])c([H])c1C([H])([H])[H],8.492702118645523
4981,[H]Oc1c([H])c([H])nc([H])c1N([H])[H],8.279159684788624
4994,[H]/N=c1\oc([H])c([H])c([H])c1C([H])([H])[H],8.365993346230471
5001,[H]c1nc(C([H])([H])[H])c(=O)oc1[H],9.530935042171786
5021,[H]c1nc(=O)c(C([H])([H])[H])c([H])n1[H],9.038257881666679
5032,[H]/N=c1\nc([H])n([H])c([H])c1O[H],8.249729993682788
5037,[H]c1nc(=O)n(C([H])([H])[H])c([H])c1[H],8.944611678246403
5069,[H]Oc1c(C([H])([H])[H])c(N([H])[H])n([H])c1[H],7.641221507645744
5107,[H]c1c([H])c(C([H])([H])[H])n(C([H])([H])[H])c1C([H])([H])[H],7.502539483099572
5141,[H]c1nc([H])n([H])c1C([H])([H])C#N,9.214200895501541
5154,[H]C#CC([H])([H])n1c([H])nc([H])c1[H],8.877802168448099
5176,[H]C(=O)N([H])c1nc([H])c([H])n1[H],8.47365401765958
5204,[H]C(=O)C([H])([H])n1c([H])nc([H])c1[H],9.166620888674377
5220,[H]c1c([H])c(C([H])([H])C([H])([H])C([H])([H])[H])n([H])c1[H],7.914757205853655
5240,[H]c1nc([H])c(C([H])([H])OC([H])([H])[H])o1,9.282466021264934
5257,[H]c1c(OC([H])([H])C([H])([H])[H])c([H])n([H])c1[H],7.829380417541401
5259,[H]c1oc([H])c(OC([H])([H])C([H])([H])[H])c1[H],8.429556896840305
5314,[H]c1oc(N(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],7.401107291175707
5323,[H]O[C@@]([H])(c1c([H])oc([H])c1[H])C([H])([H])[H],8.884730644536635
5341,[H]C#Cc1c([H])nc([H])nc1[H],9.832370259045655
5362,[H]C(=O)c1nc([H])c([H])c([H])c1[H],10.097346759929751
5370,[H]c1nc(=NC([H])([H])[H])nc([H])n1[H],8.650670234963068
5375,[H]c1n/c(=N/C([H])([H])[H])oc([H])c1[H],8.86039302013825
5412,[H]OC([H])([H])c1c([H])nc([H])nc1[H],10.097525255739624
5415,[H]OC([H])([H])c1nc([H])c([H])nc1[H],9.815759925470386
5435,[H]C#Cc1nc([H])n([H])c1C([H])([H])[H],8.368376799714731
5443,[H]C#Cc1nc([H])n([H])c1N([H])[H],7.987746168403526
5447,[H]C#Cc1c([H])c([H])n([H])c1O[H],7.816061989580071
5458,[H]C#Cc1c(N([H])[H])c([H])c([H])n1[H],7.469634397280763
5466,[H]C#Cc1c(O[H])c([H])c([H])n1[H],7.884915188774636
5472,[H]C(=O)c1c(C([H])([H])[H])c([H])c([H])n1[H],8.659432363919954
5475,[H]C(=O)c1oc([H])nc1C([H])([H])[H],9.828697339599945
5479,[H]C(=O)c1oc([H])nc1N([H])[H],8.932335190591337
5515,[H]c1o/c(=N\C([H])([H])[H])n(C([H])([H])[H])c1[H],7.57503641208423
5516,[H]OC([H])([H])c1c(C([H])([H])[H])c([H])c([H])n1[H],7.848760530094189
5522,[H]c1nc(C([H])([H])[H])c(C([H])([H])C([H])([H])[H])n1[H],8.232649888178317
5535,[H]c1oc(N([H])C([H])([H])[H])c(N([H])[H])c1[H],7.834301909674509
5558,[H]Oc1c([H])c([H])n([H])c1C([H])([H])O[H],7.9426863604391045
5634,[H]c1c([H])c(C([H])([H])[H])n(C([H])([H])C([H])([H])[H])c1[H],7.781345006396614
5640,[H]Oc1c([H])nc([H])n1C([H])([H])C([H])([H])[H],8.176945380479376
5656,[H]c1c([H])n([H])c2nc([H])n([H])c12,7.720665122578767
5664,[H]C1=C([H])C([H])([H])c2c1c([H])c([H])n2[H],7.538364086713117
5677,[H]C1=C([H])C([H])([H])n2c([H])c([H])c([H])c21,7.595846891154381
5680,[H]C1=C([H])C([H])([H])c2c([H])c([H])c([H])n21,8.01917863658442
5705,[H]c1c2c(n([H])c1[H])OC([H])([H])O2,7.452074949600739
5713,[H]c1c2c(c([H])n1[H])C([H])([H])C([H])([H])C2([H])[H],7.97659322255901
5726,[H]c1nc2n(c1[H])C([H])([H])C([H])([H])C2([H])[H],8.407721016544947
5728,[H]c1nc([H])n2c1C([H])([H])C([H])([H])C2([H])[H],8.385321789802841
5742,[H]Oc1c([H])nc2n1C([H])([H])C2([H])[H],8.041814811913891
5747,[H]c1c([H])c2n(c1[H])C([H])([H])[C@]2([H])C([H])([H])[H],7.899856721502494
5761,[H]c1nc(C2([H])C([H])([H])C2([H])[H])oc1[H],8.914255292496811
5828,[H]C#CC(=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],11.20154610559539
5860,[H]C([H])([H])C(C#CC#N)(C([H])([H])[H])C([H])([H])[H],10.605472534624704
5869,[H]C([H])(C#N)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],10.503687190608542
5880,[H]/C(=N\C([H])([H])[H])OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],9.378776480626865
5941,[H]OC([H])([H])[C@](O[H])(C([H])([H])[H])C([H])([H])C#N,10.78382585686183
5998,[H]C([H])([H])OC([H])([H])C(OC([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],9.726211160890303
6007,[H]N([H])C(=O)[C@@](C#N)(N([H])[H])C([H])([H])[H],10.18047061417286
6014,[H]O[C@](C([H])=O)(C(=O)N([H])[H])C([H])([H])[H],9.970382540627076
6027,[H]C(=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],9.684675804327524
6034,[H]OC([H])([H])C(C(=O)N([H])[H])(C([H])([H])[H])C([H])([H])[H],10.242045771645564
6060,[H]N([H])C(=O)C#CC(=O)N([H])[H],11.22319206946436
6063,[H]OC(=O)C([H])([H])/N=C(\N([H])[H])C([H])([H])[H],9.857881807135513
6074,[H]OC(=O)C([H])([H])N=C(N([H])[H])N([H])[H],9.644789544847244
6104,[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],10.700044779614638
6139,[H]O[C@]1([H])C(C([H])([H])[H])(C([H])([H])[H])O[C@]1([H])C([H])([H])[H],9.49634691578553
6194,[H]C([H])([H])C1(C([H])([H])[H])C([H])([H])OC(=O)C1([H])[H],10.300473570387656
6195,[H]N1C(=O)OC([H])([H])C1(C([H])([H])[H])C([H])([H])[H],9.981064928130507
6196,[H]C([H])([H])C1(C([H])([H])[H])OC(=O)OC1([H])[H],11.400854342220798
6204,[H]C1=C(C([H])([H])[H])C([H])([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],8.837470793274495
6232,[H]O[C@]1(C([H])([H])[H])C([H])(C([H])([H])[H])[C@]1(O[H])C([H])([H])[H],9.216922695361957
6246,[H]C#CC(=O)C([H])([H])C(=O)N([H])[H],10.35198355990318
6269,[H]/N=C(\C([H])=O)N([H])C([H])(C([H])([H])[H])C([H])([H])[H],9.086443037070284
6295,[H]O[C@]([H])(C([H])([H])[H])C([H])([H])[C@@]([H])(O[H])C([H])=O,10.007082477391535
6331,[H]N([H])/C(=N\C([H])([H])[H])N([H])C(=O)C([H])([H])[H],8.762179722958468
6334,[H]OC([H])([H])C(=O)C([H])([H])C(=O)C([H])([H])[H],9.859862270876256
